,Hour,Hour_count
0,18,3123
1,21,9135
2,21,9135
3,20,6859
4,21,9135
5,1,2339
6,21,9135
7,20,6859
8,10,902
9,22,8256
10,12,1016
11,8,617
12,18,3123
13,16,1208
14,18,3123
15,22,8256
16,12,1016
17,11,850
18,11,850
19,14,956
20,14,956
21,2,1649
22,21,9135
23,20,6859
24,13,962
25,21,9135
26,14,956
27,22,8256
28,8,617
29,21,9135
30,18,3123
31,22,8256
32,3,1447
33,21,9135
34,23,5744
35,0,2941
36,0,2941
37,19,4783
38,23,5744
39,19,4783
40,22,8256
41,20,6859
42,9,766
43,23,5744
44,19,4783
45,17,1988
46,23,5744
47,6,952
48,18,3123
49,0,2941
50,23,5744
51,23,5744
52,23,5744
53,21,9135
54,0,2941
55,22,8256
56,20,6859
57,21,9135
58,19,4783
59,21,9135
60,20,6859
61,21,9135
62,1,2339
63,7,690
64,1,2339
65,0,2941
66,21,9135
67,0,2941
68,20,6859
69,0,2941
70,19,4783
71,19,4783
72,8,617
73,15,1063
74,20,6859
75,6,952
76,20,6859
77,1,2339
78,8,617
79,18,3123
80,2,1649
81,20,6859
82,20,6859
83,1,2339
84,23,5744
85,23,5744
86,22,8256
87,18,3123
88,17,1988
89,22,8256
90,1,2339
91,23,5744
92,14,956
93,11,850
94,3,1447
95,1,2339
96,11,850
97,22,8256
98,22,8256
99,19,4783
100,9,766
101,0,2941
102,0,2941
103,18,3123
104,1,2339
105,1,2339
106,23,5744
107,23,5744
108,0,2941
109,23,5744
110,20,6859
111,12,1016
112,17,1988
113,5,1272
114,23,5744
115,11,850
116,20,6859
117,1,2339
118,5,1272
119,20,6859
120,20,6859
121,20,6859
122,21,9135
123,18,3123
124,22,8256
125,11,850
126,0,2941
127,21,9135
128,21,9135
129,21,9135
130,20,6859
131,19,4783
132,21,9135
133,21,9135
134,1,2339
135,22,8256
136,21,9135
137,23,5744
138,20,6859
139,19,4783
140,23,5744
141,19,4783
142,20,6859
143,21,9135
144,2,1649
145,18,3123
146,18,3123
147,22,8256
148,3,1447
149,16,1208
150,21,9135
151,12,1016
152,2,1649
153,15,1063
154,20,6859
155,23,5744
156,8,617
157,16,1208
158,21,9135
159,2,1649
160,14,956
161,23,5744
162,22,8256
163,0,2941
164,18,3123
165,22,8256
166,3,1447
167,19,4783
168,22,8256
169,1,2339
170,1,2339
171,0,2941
172,23,5744
173,0,2941
174,1,2339
175,18,3123
176,16,1208
177,21,9135
178,17,1988
179,2,1649
180,2,1649
181,14,956
182,2,1649
183,23,5744
184,16,1208
185,23,5744
186,8,617
187,23,5744
188,21,9135
189,17,1988
190,11,850
191,0,2941
192,11,850
193,23,5744
194,21,9135
195,20,6859
196,22,8256
197,17,1988
198,16,1208
199,14,956
200,20,6859
201,18,3123
202,14,956
203,0,2941
204,1,2339
205,5,1272
206,23,5744
207,22,8256
208,19,4783
209,22,8256
210,22,8256
211,0,2941
212,19,4783
213,23,5744
214,21,9135
215,1,2339
216,21,9135
217,22,8256
218,22,8256
219,23,5744
220,5,1272
221,0,2941
222,23,5744
223,1,2339
224,20,6859
225,16,1208
226,20,6859
227,22,8256
228,4,1114
229,20,6859
230,22,8256
231,15,1063
232,0,2941
233,18,3123
234,0,2941
235,4,1114
236,21,9135
237,21,9135
238,19,4783
239,22,8256
240,23,5744
241,22,8256
242,21,9135
243,21,9135
244,0,2941
245,22,8256
246,10,902
247,6,952
248,22,8256
249,2,1649
250,21,9135
251,22,8256
252,21,9135
253,21,9135
254,1,2339
255,20,6859
256,22,8256
257,18,3123
258,22,8256
259,23,5744
260,9,766
261,1,2339
262,23,5744
263,10,902
264,21,9135
265,21,9135
266,19,4783
267,11,850
268,4,1114
269,23,5744
270,20,6859
271,7,690
272,18,3123
273,21,9135
274,22,8256
275,22,8256
276,2,1649
277,12,1016
278,19,4783
279,20,6859
280,20,6859
281,21,9135
282,9,766
283,23,5744
284,3,1447
285,1,2339
286,19,4783
287,2,1649
288,22,8256
289,22,8256
290,23,5744
291,0,2941
292,12,1016
293,8,617
294,20,6859
295,14,956
296,20,6859
297,20,6859
298,1,2339
299,19,4783
300,17,1988
301,19,4783
302,20,6859
303,17,1988
304,17,1988
305,1,2339
306,22,8256
307,4,1114
308,21,9135
309,2,1649
310,16,1208
311,3,1447
312,22,8256
313,9,766
314,19,4783
315,22,8256
316,20,6859
317,7,690
318,8,617
319,19,4783
320,17,1988
321,17,1988
322,21,9135
323,2,1649
324,21,9135
325,18,3123
326,22,8256
327,20,6859
328,22,8256
329,15,1063
330,12,1016
331,20,6859
332,9,766
333,21,9135
334,21,9135
335,19,4783
336,17,1988
337,3,1447
338,22,8256
339,19,4783
340,23,5744
341,0,2941
342,20,6859
343,21,9135
344,17,1988
345,1,2339
346,22,8256
347,6,952
348,2,1649
349,7,690
350,17,1988
351,0,2941
352,21,9135
353,17,1988
354,21,9135
355,21,9135
356,0,2941
357,18,3123
358,17,1988
359,23,5744
360,20,6859
361,5,1272
362,17,1988
363,1,2339
364,20,6859
365,19,4783
366,18,3123
367,19,4783
368,20,6859
369,17,1988
370,20,6859
371,22,8256
372,18,3123
373,5,1272
374,3,1447
375,20,6859
376,0,2941
377,17,1988
378,18,3123
379,23,5744
380,23,5744
381,19,4783
382,4,1114
383,17,1988
384,5,1272
385,11,850
386,0,2941
387,16,1208
388,0,2941
389,21,9135
390,23,5744
391,1,2339
392,23,5744
393,21,9135
394,0,2941
395,6,952
396,19,4783
397,1,2339
398,0,2941
399,20,6859
400,8,617
401,5,1272
402,0,2941
403,10,902
404,17,1988
405,20,6859
406,23,5744
407,15,1063
408,19,4783
409,3,1447
410,19,4783
411,6,952
412,15,1063
413,20,6859
414,18,3123
415,21,9135
416,0,2941
417,19,4783
418,19,4783
419,19,4783
420,23,5744
421,22,8256
422,19,4783
423,18,3123
424,8,617
425,23,5744
426,22,8256
427,19,4783
428,14,956
429,18,3123
430,18,3123
431,16,1208
432,21,9135
433,22,8256
434,16,1208
435,19,4783
436,22,8256
437,22,8256
438,22,8256
439,15,1063
440,14,956
441,20,6859
442,13,962
443,19,4783
444,21,9135
445,21,9135
446,22,8256
447,23,5744
448,0,2941
449,22,8256
450,20,6859
451,20,6859
452,5,1272
453,7,690
454,21,9135
455,18,3123
456,20,6859
457,20,6859
458,19,4783
459,18,3123
460,21,9135
461,19,4783
462,23,5744
463,18,3123
464,20,6859
465,20,6859
466,6,952
467,17,1988
468,18,3123
469,1,2339
470,10,902
471,21,9135
472,9,766
473,20,6859
474,21,9135
475,6,952
476,20,6859
477,8,617
478,18,3123
479,23,5744
480,5,1272
481,22,8256
482,21,9135
483,0,2941
484,20,6859
485,23,5744
486,14,956
487,20,6859
488,17,1988
489,14,956
490,21,9135
491,21,9135
492,18,3123
493,22,8256
494,21,9135
495,22,8256
496,21,9135
497,23,5744
498,9,766
499,18,3123
500,22,8256
501,19,4783
502,21,9135
503,4,1114
504,15,1063
505,23,5744
506,20,6859
507,22,8256
508,21,9135
509,21,9135
510,22,8256
511,12,1016
512,21,9135
513,13,962
514,8,617
515,21,9135
516,21,9135
517,19,4783
518,21,9135
519,21,9135
520,20,6859
521,22,8256
522,22,8256
523,19,4783
524,4,1114
525,14,956
526,15,1063
527,12,1016
528,8,617
529,9,766
530,18,3123
531,14,956
532,1,2339
533,19,4783
534,22,8256
535,21,9135
536,18,3123
537,15,1063
538,9,766
539,20,6859
540,21,9135
541,3,1447
542,22,8256
543,21,9135
544,7,690
545,21,9135
546,22,8256
547,21,9135
548,4,1114
549,14,956
550,20,6859
551,21,9135
552,21,9135
553,21,9135
554,21,9135
555,21,9135
556,11,850
557,19,4783
558,22,8256
559,20,6859
560,23,5744
561,18,3123
562,3,1447
563,20,6859
564,18,3123
565,20,6859
566,22,8256
567,20,6859
568,11,850
569,20,6859
570,23,5744
571,20,6859
572,21,9135
573,14,956
574,20,6859
575,21,9135
576,21,9135
577,5,1272
578,20,6859
579,22,8256
580,22,8256
581,18,3123
582,20,6859
583,20,6859
584,0,2941
585,20,6859
586,18,3123
587,21,9135
588,20,6859
589,17,1988
590,23,5744
591,14,956
592,0,2941
593,15,1063
594,21,9135
595,19,4783
596,21,9135
597,19,4783
598,22,8256
599,19,4783
600,21,9135
601,9,766
602,17,1988
603,17,1988
604,21,9135
605,21,9135
606,22,8256
607,18,3123
608,9,766
609,21,9135
610,23,5744
611,15,1063
612,19,4783
613,11,850
614,22,8256
615,18,3123
616,14,956
617,1,2339
618,13,962
619,22,8256
620,22,8256
621,22,8256
622,23,5744
623,20,6859
624,23,5744
625,20,6859
626,19,4783
627,21,9135
628,22,8256
629,4,1114
630,17,1988
631,22,8256
632,21,9135
633,5,1272
634,9,766
635,21,9135
636,9,766
637,20,6859
638,8,617
639,20,6859
640,22,8256
641,3,1447
642,21,9135
643,20,6859
644,21,9135
645,14,956
646,14,956
647,12,1016
648,19,4783
649,22,8256
650,2,1649
651,4,1114
652,22,8256
653,5,1272
654,20,6859
655,2,1649
656,19,4783
657,20,6859
658,18,3123
659,15,1063
660,23,5744
661,20,6859
662,2,1649
663,20,6859
664,21,9135
665,11,850
666,17,1988
667,21,9135
668,23,5744
669,10,902
670,9,766
671,21,9135
672,20,6859
673,19,4783
674,23,5744
675,20,6859
676,22,8256
677,19,4783
678,15,1063
679,21,9135
680,2,1649
681,21,9135
682,21,9135
683,23,5744
684,21,9135
685,21,9135
686,20,6859
687,18,3123
688,18,3123
689,20,6859
690,21,9135
691,22,8256
692,20,6859
693,22,8256
694,13,962
695,21,9135
696,21,9135
697,17,1988
698,21,9135
699,20,6859
700,19,4783
701,18,3123
702,16,1208
703,16,1208
704,21,9135
705,0,2941
706,23,5744
707,3,1447
708,20,6859
709,22,8256
710,20,6859
711,22,8256
712,6,952
713,20,6859
714,19,4783
715,23,5744
716,23,5744
717,0,2941
718,23,5744
719,5,1272
720,19,4783
721,18,3123
722,18,3123
723,23,5744
724,17,1988
725,18,3123
726,20,6859
727,18,3123
728,17,1988
729,11,850
730,22,8256
731,17,1988
732,23,5744
733,12,1016
734,15,1063
735,22,8256
736,0,2941
737,20,6859
738,1,2339
739,20,6859
740,16,1208
741,3,1447
742,18,3123
743,16,1208
744,5,1272
745,0,2941
746,23,5744
747,17,1988
748,0,2941
749,13,962
750,23,5744
751,2,1649
752,21,9135
753,22,8256
754,22,8256
755,22,8256
756,6,952
757,4,1114
758,0,2941
759,1,2339
760,22,8256
761,2,1649
762,20,6859
763,4,1114
764,11,850
765,20,6859
766,21,9135
767,17,1988
768,15,1063
769,20,6859
770,14,956
771,16,1208
772,21,9135
773,22,8256
774,5,1272
775,7,690
776,21,9135
777,16,1208
778,20,6859
779,21,9135
780,23,5744
781,19,4783
782,22,8256
783,15,1063
784,20,6859
785,21,9135
786,22,8256
787,21,9135
788,21,9135
789,19,4783
790,12,1016
791,12,1016
792,23,5744
793,16,1208
794,21,9135
795,21,9135
796,18,3123
797,8,617
798,11,850
799,11,850
800,20,6859
801,18,3123
802,20,6859
803,2,1649
804,22,8256
805,21,9135
806,20,6859
807,14,956
808,17,1988
809,7,690
810,23,5744
811,2,1649
812,23,5744
813,23,5744
814,22,8256
815,21,9135
816,19,4783
817,14,956
818,21,9135
819,22,8256
820,21,9135
821,15,1063
822,12,1016
823,22,8256
824,21,9135
825,19,4783
826,5,1272
827,21,9135
828,17,1988
829,21,9135
830,20,6859
831,21,9135
832,23,5744
833,17,1988
834,21,9135
835,20,6859
836,20,6859
837,1,2339
838,6,952
839,12,1016
840,22,8256
841,1,2339
842,20,6859
843,5,1272
844,19,4783
845,22,8256
846,21,9135
847,22,8256
848,8,617
849,19,4783
850,8,617
851,4,1114
852,8,617
853,20,6859
854,11,850
855,22,8256
856,0,2941
857,21,9135
858,22,8256
859,22,8256
860,17,1988
861,17,1988
862,23,5744
863,17,1988
864,18,3123
865,20,6859
866,21,9135
867,5,1272
868,1,2339
869,4,1114
870,3,1447
871,23,5744
872,20,6859
873,2,1649
874,20,6859
875,20,6859
876,19,4783
877,21,9135
878,22,8256
879,19,4783
880,17,1988
881,5,1272
882,19,4783
883,20,6859
884,22,8256
885,22,8256
886,19,4783
887,21,9135
888,4,1114
889,23,5744
890,21,9135
891,0,2941
892,2,1649
893,18,3123
894,21,9135
895,18,3123
896,19,4783
897,23,5744
898,19,4783
899,21,9135
900,4,1114
901,11,850
902,5,1272
903,22,8256
904,23,5744
905,0,2941
906,23,5744
907,20,6859
908,19,4783
909,1,2339
910,20,6859
911,20,6859
912,19,4783
913,23,5744
914,20,6859
915,23,5744
916,6,952
917,19,4783
918,23,5744
919,21,9135
920,20,6859
921,10,902
922,21,9135
923,0,2941
924,0,2941
925,19,4783
926,21,9135
927,21,9135
928,9,766
929,21,9135
930,0,2941
931,17,1988
932,21,9135
933,2,1649
934,22,8256
935,0,2941
936,20,6859
937,22,8256
938,19,4783
939,20,6859
940,22,8256
941,3,1447
942,2,1649
943,23,5744
944,22,8256
945,17,1988
946,21,9135
947,21,9135
948,22,8256
949,21,9135
950,22,8256
951,19,4783
952,21,9135
953,0,2941
954,0,2941
955,21,9135
956,19,4783
957,19,4783
958,19,4783
959,19,4783
960,16,1208
961,10,902
962,23,5744
963,21,9135
964,18,3123
965,23,5744
966,16,1208
967,0,2941
968,12,1016
969,11,850
970,22,8256
971,3,1447
972,9,766
973,1,2339
974,22,8256
975,22,8256
976,0,2941
977,19,4783
978,19,4783
979,19,4783
980,19,4783
981,20,6859
982,18,3123
983,20,6859
984,22,8256
985,12,1016
986,21,9135
987,21,9135
988,20,6859
989,22,8256
990,20,6859
991,1,2339
992,22,8256
993,21,9135
994,21,9135
995,23,5744
996,1,2339
997,23,5744
998,0,2941
999,21,9135
1000,22,8256
1001,21,9135
1002,21,9135
1003,21,9135
1004,22,8256
1005,3,1447
1006,23,5744
1007,21,9135
1008,22,8256
1009,23,5744
1010,20,6859
1011,19,4783
1012,22,8256
1013,21,9135
1014,20,6859
1015,16,1208
1016,7,690
1017,17,1988
1018,21,9135
1019,0,2941
1020,1,2339
1021,23,5744
1022,21,9135
1023,0,2941
1024,19,4783
1025,22,8256
1026,17,1988
1027,18,3123
1028,20,6859
1029,20,6859
1030,22,8256
1031,21,9135
1032,21,9135
1033,19,4783
1034,18,3123
1035,21,9135
1036,20,6859
1037,16,1208
1038,22,8256
1039,21,9135
1040,20,6859
1041,6,952
1042,17,1988
1043,22,8256
1044,20,6859
1045,20,6859
1046,19,4783
1047,19,4783
1048,22,8256
1049,20,6859
1050,20,6859
1051,5,1272
1052,19,4783
1053,20,6859
1054,0,2941
1055,0,2941
1056,20,6859
1057,21,9135
1058,19,4783
1059,1,2339
1060,21,9135
1061,0,2941
1062,22,8256
1063,17,1988
1064,22,8256
1065,9,766
1066,18,3123
1067,22,8256
1068,19,4783
1069,22,8256
1070,14,956
1071,22,8256
1072,21,9135
1073,17,1988
1074,21,9135
1075,0,2941
1076,3,1447
1077,17,1988
1078,4,1114
1079,0,2941
1080,0,2941
1081,22,8256
1082,2,1649
1083,23,5744
1084,21,9135
1085,4,1114
1086,21,9135
1087,9,766
1088,21,9135
1089,22,8256
1090,20,6859
1091,21,9135
1092,20,6859
1093,21,9135
1094,20,6859
1095,23,5744
1096,14,956
1097,22,8256
1098,3,1447
1099,21,9135
1100,21,9135
1101,19,4783
1102,22,8256
1103,18,3123
1104,5,1272
1105,21,9135
1106,22,8256
1107,23,5744
1108,20,6859
1109,20,6859
1110,18,3123
1111,1,2339
1112,22,8256
1113,0,2941
1114,18,3123
1115,22,8256
1116,21,9135
1117,20,6859
1118,21,9135
1119,11,850
1120,3,1447
1121,3,1447
1122,21,9135
1123,0,2941
1124,21,9135
1125,17,1988
1126,21,9135
1127,0,2941
1128,21,9135
1129,19,4783
1130,21,9135
1131,22,8256
1132,2,1649
1133,17,1988
1134,22,8256
1135,21,9135
1136,6,952
1137,21,9135
1138,5,1272
1139,16,1208
1140,4,1114
1141,19,4783
1142,19,4783
1143,1,2339
1144,23,5744
1145,16,1208
1146,2,1649
1147,1,2339
1148,22,8256
1149,16,1208
1150,22,8256
1151,17,1988
1152,0,2941
1153,16,1208
1154,19,4783
1155,10,902
1156,21,9135
1157,0,2941
1158,14,956
1159,22,8256
1160,23,5744
1161,5,1272
1162,1,2339
1163,21,9135
1164,20,6859
1165,20,6859
1166,20,6859
1167,0,2941
1168,23,5744
1169,21,9135
1170,22,8256
1171,2,1649
1172,21,9135
1173,15,1063
1174,12,1016
1175,0,2941
1176,4,1114
1177,19,4783
1178,21,9135
1179,23,5744
1180,13,962
1181,15,1063
1182,21,9135
1183,21,9135
1184,18,3123
1185,21,9135
1186,4,1114
1187,21,9135
1188,8,617
1189,21,9135
1190,21,9135
1191,5,1272
1192,17,1988
1193,17,1988
1194,1,2339
1195,21,9135
1196,19,4783
1197,18,3123
1198,19,4783
1199,19,4783
1200,9,766
1201,23,5744
1202,11,850
1203,10,902
1204,16,1208
1205,15,1063
1206,23,5744
1207,21,9135
1208,19,4783
1209,22,8256
1210,23,5744
1211,21,9135
1212,23,5744
1213,21,9135
1214,2,1649
1215,20,6859
1216,16,1208
1217,14,956
1218,20,6859
1219,22,8256
1220,11,850
1221,18,3123
1222,19,4783
1223,0,2941
1224,0,2941
1225,23,5744
1226,9,766
1227,23,5744
1228,13,962
1229,13,962
1230,2,1649
1231,20,6859
1232,21,9135
1233,2,1649
1234,22,8256
1235,2,1649
1236,19,4783
1237,22,8256
1238,21,9135
1239,1,2339
1240,17,1988
1241,3,1447
1242,20,6859
1243,4,1114
1244,19,4783
1245,23,5744
1246,20,6859
1247,17,1988
1248,22,8256
1249,21,9135
1250,21,9135
1251,18,3123
1252,15,1063
1253,0,2941
1254,21,9135
1255,3,1447
1256,20,6859
1257,2,1649
1258,16,1208
1259,21,9135
1260,23,5744
1261,20,6859
1262,22,8256
1263,19,4783
1264,9,766
1265,23,5744
1266,21,9135
1267,22,8256
1268,23,5744
1269,21,9135
1270,18,3123
1271,23,5744
1272,19,4783
1273,21,9135
1274,18,3123
1275,23,5744
1276,22,8256
1277,4,1114
1278,21,9135
1279,0,2941
1280,23,5744
1281,21,9135
1282,21,9135
1283,20,6859
1284,17,1988
1285,20,6859
1286,21,9135
1287,16,1208
1288,22,8256
1289,4,1114
1290,0,2941
1291,21,9135
1292,18,3123
1293,22,8256
1294,1,2339
1295,19,4783
1296,23,5744
1297,23,5744
1298,21,9135
1299,19,4783
1300,5,1272
1301,5,1272
1302,22,8256
1303,21,9135
1304,7,690
1305,5,1272
1306,10,902
1307,23,5744
1308,23,5744
1309,23,5744
1310,22,8256
1311,13,962
1312,22,8256
1313,1,2339
1314,18,3123
1315,3,1447
1316,20,6859
1317,20,6859
1318,1,2339
1319,21,9135
1320,22,8256
1321,12,1016
1322,1,2339
1323,6,952
1324,20,6859
1325,17,1988
1326,4,1114
1327,13,962
1328,1,2339
1329,13,962
1330,22,8256
1331,0,2941
1332,23,5744
1333,21,9135
1334,0,2941
1335,20,6859
1336,22,8256
1337,3,1447
1338,19,4783
1339,3,1447
1340,23,5744
1341,20,6859
1342,19,4783
1343,1,2339
1344,21,9135
1345,21,9135
1346,23,5744
1347,11,850
1348,1,2339
1349,8,617
1350,23,5744
1351,19,4783
1352,1,2339
1353,22,8256
1354,20,6859
1355,3,1447
1356,20,6859
1357,18,3123
1358,21,9135
1359,23,5744
1360,18,3123
1361,0,2941
1362,0,2941
1363,0,2941
1364,0,2941
1365,22,8256
1366,21,9135
1367,21,9135
1368,21,9135
1369,0,2941
1370,2,1649
1371,23,5744
1372,18,3123
1373,23,5744
1374,7,690
1375,19,4783
1376,22,8256
1377,2,1649
1378,1,2339
1379,22,8256
1380,23,5744
1381,20,6859
1382,14,956
1383,22,8256
1384,22,8256
1385,19,4783
1386,22,8256
1387,9,766
1388,21,9135
1389,14,956
1390,22,8256
1391,22,8256
1392,22,8256
1393,23,5744
1394,21,9135
1395,22,8256
1396,16,1208
1397,0,2941
1398,1,2339
1399,15,1063
1400,23,5744
1401,20,6859
1402,16,1208
1403,4,1114
1404,22,8256
1405,22,8256
1406,18,3123
1407,3,1447
1408,21,9135
1409,20,6859
1410,21,9135
1411,21,9135
1412,21,9135
1413,21,9135
1414,22,8256
1415,22,8256
1416,12,1016
1417,1,2339
1418,5,1272
1419,21,9135
1420,20,6859
1421,12,1016
1422,20,6859
1423,15,1063
1424,15,1063
1425,18,3123
1426,17,1988
1427,20,6859
1428,12,1016
1429,5,1272
1430,21,9135
1431,19,4783
1432,22,8256
1433,22,8256
1434,7,690
1435,19,4783
1436,20,6859
1437,17,1988
1438,12,1016
1439,3,1447
1440,23,5744
1441,23,5744
1442,21,9135
1443,3,1447
1444,0,2941
1445,19,4783
1446,7,690
1447,6,952
1448,20,6859
1449,20,6859
1450,19,4783
1451,3,1447
1452,21,9135
1453,19,4783
1454,19,4783
1455,21,9135
1456,1,2339
1457,8,617
1458,9,766
1459,15,1063
1460,21,9135
1461,21,9135
1462,23,5744
1463,21,9135
1464,22,8256
1465,19,4783
1466,19,4783
1467,20,6859
1468,20,6859
1469,23,5744
1470,19,4783
1471,23,5744
1472,20,6859
1473,20,6859
1474,4,1114
1475,15,1063
1476,23,5744
1477,20,6859
1478,19,4783
1479,18,3123
1480,20,6859
1481,21,9135
1482,19,4783
1483,19,4783
1484,15,1063
1485,11,850
1486,21,9135
1487,3,1447
1488,10,902
1489,19,4783
1490,2,1649
1491,19,4783
1492,20,6859
1493,18,3123
1494,4,1114
1495,19,4783
1496,2,1649
1497,20,6859
1498,22,8256
1499,21,9135
1500,0,2941
1501,0,2941
1502,21,9135
1503,21,9135
1504,21,9135
1505,21,9135
1506,21,9135
1507,19,4783
1508,21,9135
1509,19,4783
1510,21,9135
1511,22,8256
1512,22,8256
1513,0,2941
1514,4,1114
1515,2,1649
1516,19,4783
1517,0,2941
1518,18,3123
1519,20,6859
1520,20,6859
1521,19,4783
1522,21,9135
1523,1,2339
1524,20,6859
1525,21,9135
1526,21,9135
1527,20,6859
1528,20,6859
1529,21,9135
1530,2,1649
1531,19,4783
1532,20,6859
1533,21,9135
1534,22,8256
1535,19,4783
1536,21,9135
1537,21,9135
1538,21,9135
1539,21,9135
1540,21,9135
1541,17,1988
1542,20,6859
1543,15,1063
1544,1,2339
1545,22,8256
1546,21,9135
1547,23,5744
1548,23,5744
1549,23,5744
1550,9,766
1551,13,962
1552,20,6859
1553,23,5744
1554,20,6859
1555,20,6859
1556,23,5744
1557,5,1272
1558,23,5744
1559,10,902
1560,19,4783
1561,0,2941
1562,23,5744
1563,7,690
1564,21,9135
1565,6,952
1566,22,8256
1567,20,6859
1568,4,1114
1569,6,952
1570,21,9135
1571,17,1988
1572,17,1988
1573,22,8256
1574,20,6859
1575,19,4783
1576,15,1063
1577,21,9135
1578,2,1649
1579,21,9135
1580,20,6859
1581,15,1063
1582,22,8256
1583,0,2941
1584,22,8256
1585,0,2941
1586,22,8256
1587,3,1447
1588,11,850
1589,23,5744
1590,20,6859
1591,5,1272
1592,0,2941
1593,17,1988
1594,21,9135
1595,14,956
1596,21,9135
1597,22,8256
1598,15,1063
1599,19,4783
1600,0,2941
1601,22,8256
1602,19,4783
1603,4,1114
1604,17,1988
1605,22,8256
1606,21,9135
1607,23,5744
1608,21,9135
1609,19,4783
1610,20,6859
1611,3,1447
1612,21,9135
1613,21,9135
1614,4,1114
1615,21,9135
1616,21,9135
1617,21,9135
1618,19,4783
1619,1,2339
1620,20,6859
1621,20,6859
1622,19,4783
1623,21,9135
1624,19,4783
1625,20,6859
1626,0,2941
1627,19,4783
1628,23,5744
1629,22,8256
1630,23,5744
1631,22,8256
1632,23,5744
1633,20,6859
1634,20,6859
1635,20,6859
1636,22,8256
1637,20,6859
1638,21,9135
1639,21,9135
1640,19,4783
1641,2,1649
1642,20,6859
1643,19,4783
1644,18,3123
1645,20,6859
1646,2,1649
1647,19,4783
1648,20,6859
1649,19,4783
1650,15,1063
1651,5,1272
1652,20,6859
1653,20,6859
1654,20,6859
1655,20,6859
1656,20,6859
1657,2,1649
1658,14,956
1659,11,850
1660,18,3123
1661,19,4783
1662,21,9135
1663,5,1272
1664,23,5744
1665,6,952
1666,22,8256
1667,20,6859
1668,20,6859
1669,0,2941
1670,21,9135
1671,22,8256
1672,20,6859
1673,21,9135
1674,18,3123
1675,20,6859
1676,17,1988
1677,20,6859
1678,20,6859
1679,21,9135
1680,16,1208
1681,20,6859
1682,21,9135
1683,21,9135
1684,18,3123
1685,21,9135
1686,7,690
1687,20,6859
1688,21,9135
1689,21,9135
1690,7,690
1691,21,9135
1692,0,2941
1693,21,9135
1694,21,9135
1695,21,9135
1696,22,8256
1697,19,4783
1698,20,6859
1699,21,9135
1700,20,6859
1701,11,850
1702,19,4783
1703,20,6859
1704,14,956
1705,20,6859
1706,21,9135
1707,23,5744
1708,0,2941
1709,22,8256
1710,19,4783
1711,21,9135
1712,21,9135
1713,10,902
1714,22,8256
1715,22,8256
1716,23,5744
1717,20,6859
1718,0,2941
1719,15,1063
1720,19,4783
1721,21,9135
1722,18,3123
1723,16,1208
1724,16,1208
1725,22,8256
1726,6,952
1727,18,3123
1728,18,3123
1729,19,4783
1730,20,6859
1731,21,9135
1732,20,6859
1733,0,2941
1734,12,1016
1735,11,850
1736,20,6859
1737,20,6859
1738,17,1988
1739,21,9135
1740,20,6859
1741,21,9135
1742,22,8256
1743,21,9135
1744,10,902
1745,22,8256
1746,21,9135
1747,22,8256
1748,19,4783
1749,20,6859
1750,0,2941
1751,10,902
1752,19,4783
1753,23,5744
1754,6,952
1755,19,4783
1756,19,4783
1757,20,6859
1758,17,1988
1759,4,1114
1760,12,1016
1761,10,902
1762,2,1649
1763,18,3123
1764,20,6859
1765,19,4783
1766,18,3123
1767,2,1649
1768,0,2941
1769,23,5744
1770,1,2339
1771,19,4783
1772,20,6859
1773,21,9135
1774,20,6859
1775,3,1447
1776,14,956
1777,0,2941
1778,4,1114
1779,4,1114
1780,23,5744
1781,17,1988
1782,21,9135
1783,5,1272
1784,21,9135
1785,20,6859
1786,20,6859
1787,21,9135
1788,23,5744
1789,23,5744
1790,14,956
1791,18,3123
1792,22,8256
1793,21,9135
1794,20,6859
1795,5,1272
1796,0,2941
1797,21,9135
1798,19,4783
1799,19,4783
1800,19,4783
1801,7,690
1802,21,9135
1803,0,2941
1804,9,766
1805,20,6859
1806,16,1208
1807,20,6859
1808,20,6859
1809,17,1988
1810,20,6859
1811,19,4783
1812,20,6859
1813,20,6859
1814,7,690
1815,21,9135
1816,20,6859
1817,18,3123
1818,20,6859
1819,20,6859
1820,19,4783
1821,20,6859
1822,11,850
1823,15,1063
1824,20,6859
1825,20,6859
1826,20,6859
1827,17,1988
1828,20,6859
1829,23,5744
1830,20,6859
1831,20,6859
1832,15,1063
1833,22,8256
1834,20,6859
1835,21,9135
1836,20,6859
1837,23,5744
1838,20,6859
1839,21,9135
1840,20,6859
1841,20,6859
1842,21,9135
1843,20,6859
1844,21,9135
1845,20,6859
1846,21,9135
1847,19,4783
1848,18,3123
1849,20,6859
1850,20,6859
1851,20,6859
1852,20,6859
1853,20,6859
1854,20,6859
1855,20,6859
1856,20,6859
1857,20,6859
1858,18,3123
1859,21,9135
1860,19,4783
1861,18,3123
1862,11,850
1863,19,4783
1864,5,1272
1865,14,956
1866,20,6859
1867,10,902
1868,0,2941
1869,21,9135
1870,20,6859
1871,10,902
1872,20,6859
1873,18,3123
1874,20,6859
1875,20,6859
1876,0,2941
1877,22,8256
1878,19,4783
1879,23,5744
1880,15,1063
1881,18,3123
1882,18,3123
1883,23,5744
1884,19,4783
1885,20,6859
1886,20,6859
1887,19,4783
1888,19,4783
1889,20,6859
1890,20,6859
1891,22,8256
1892,19,4783
1893,22,8256
1894,21,9135
1895,16,1208
1896,11,850
