,Shape,Shape_count
35658,circle,5890
35659,circle,5890
35660,circle,5890
35661,cylinder,977
35662,fireball,4939
35663,light,12895
35664,sphere,4134
35665,sphere,4134
35666,sphere,4134
35667,unknown,4359
35668,unknown,4359
35669,circle,5890
35670,disk,3853
35671,formation,1908
35672,sphere,4134
35673,fireball,4939
35674,light,12895
35675,fireball,4939
35676,unknown,4359
35677,unknown,4359
35678,unknown,4359
35679,fireball,4939
35680,unknown,4359
35681,circle,5890
35682,sphere,4134
35683,disk,3853
35684,fireball,4939
35685,sphere,4134
35686,triangle,6268
35687,triangle,6268
35688,triangle,6268
35689,unknown,4359
35690,circle,5890
35691,triangle,6268
35692,circle,5890
35693,circle,5890
35694,circle,5890
35695,fireball,4939
35696,light,12895
35697,light,12895
35698,light,12895
35699,triangle,6268
35700,unknown,4359
35701,light,12895
35702,fireball,4939
35703,cone,235
35704,diamond,884
35705,disk,3853
35706,flash,1025
35707,light,12895
35708,light,12895
35709,oval,2881
35710,triangle,6268
35711,cone,235
35712,diamond,884
35713,light,12895
35714,unknown,4359
35715,fireball,4939
35716,sphere,4134
35717,changing,1517
35718,changing,1517
35719,circle,5890
35720,cylinder,977
35721,disk,3853
35722,disk,3853
35723,disk,3853
35724,disk,3853
35725,disk,3853
35726,light,12895
35727,light,12895
35728,light,12895
35729,light,12895
35730,light,12895
35731,other,4209
35732,unknown,4359
35733,light,12895
35734,light,12895
35735,light,12895
35736,light,12895
35737,light,12895
35738,light,12895
35739,circle,5890
35740,disk,3853
35741,formation,1908
35742,light,12895
35743,unknown,4359
35744,circle,5890
35745,triangle,6268
35746,light,12895
35747,light,12895
35748,unknown,4359
35749,changing,1517
35750,circle,5890
35751,light,12895
35752,light,12895
35753,light,12895
35754,light,12895
35755,light,12895
35756,other,4209
35757,oval,2881
35758,rectangle,1010
35759,sphere,4134
35760,triangle,6268
35761,unknown,4359
35762,unknown,4359
35763,unknown,4359
35764,disk,3853
35765,other,4209
35766,light,12895
35767,light,12895
35768,circle,5890
35769,circle,5890
35770,circle,5890
35771,diamond,884
35772,diamond,884
35773,flash,1025
35774,light,12895
35775,light,12895
35776,light,12895
35777,light,12895
35778,light,12895
35779,light,12895
35780,light,12895
35781,other,4209
35782,oval,2881
35783,rectangle,1010
35784,sphere,4134
35785,sphere,4134
35786,sphere,4134
35787,sphere,4134
35788,triangle,6268
35789,triangle,6268
35790,unknown,4359
35791,fireball,4939
35792,fireball,4939
35793,light,12895
35794,light,12895
35795,unknown,4359
35796,cigar,1569
35797,circle,5890
35798,sphere,4134
35799,unknown,4359
35800,sphere,4134
35801,triangle,6268
35802,light,12895
35803,triangle,6268
35804,oval,2881
35805,changing,1517
35806,teardrop,560
35807,changing,1517
35808,changing,1517
35809,cigar,1569
35810,circle,5890
35811,cylinder,977
35812,diamond,884
35813,disk,3853
35814,disk,3853
35815,disk,3853
35816,disk,3853
35817,fireball,4939
35818,fireball,4939
35819,fireball,4939
35820,light,12895
35821,light,12895
35822,other,4209
35823,other,4209
35824,oval,2881
35825,oval,2881
35826,rectangle,1010
35827,sphere,4134
35828,sphere,4134
35829,light,12895
35830,triangle,6268
35831,circle,5890
35832,disk,3853
35833,triangle,6268
35834,unknown,4359
35835,other,4209
35836,disk,3853
35837,rectangle,1010
35838,chevron,774
35839,light,12895
35840,other,4209
35841,unknown,4359
35842,disk,3853
35843,oval,2881
35844,cylinder,977
35845,rectangle,1010
35846,cylinder,977
35847,formation,1908
35848,light,12895
35849,other,4209
35850,rectangle,1010
35851,rectangle,1010
35852,unknown,4359
35853,rectangle,1010
35854,light,12895
35855,circle,5890
35856,circle,5890
35857,light,12895
35858,circle,5890
35859,light,12895
35860,light,12895
35861,other,4209
35862,teardrop,560
35863,light,12895
35864,light,12895
35865,triangle,6268
35866,disk,3853
35867,other,4209
35868,sphere,4134
35869,cigar,1569
35870,fireball,4939
35871,fireball,4939
35872,light,12895
35873,teardrop,560
35874,cigar,1569
35875,circle,5890
35876,egg,555
35877,fireball,4939
35878,light,12895
35879,light,12895
35880,light,12895
35881,light,12895
35882,oval,2881
35883,rectangle,1010
35884,rectangle,1010
35885,sphere,4134
35886,teardrop,560
35887,triangle,6268
35888,triangle,6268
35889,unknown,4359
35890,light,12895
35891,oval,2881
35892,triangle,6268
35893,triangle,6268
35894,triangle,6268
35895,cigar,1569
35896,diamond,884
35897,fireball,4939
35898,light,12895
35899,light,12895
35900,light,12895
35901,oval,2881
35902,unknown,4359
35903,light,12895
35904,light,12895
35905,cigar,1569
35906,circle,5890
35907,circle,5890
35908,diamond,884
35909,disk,3853
35910,egg,555
35911,fireball,4939
35912,flash,1025
35913,sphere,4134
35914,triangle,6268
35915,unknown,4359
35916,unknown,4359
35917,circle,5890
35918,triangle,6268
35919,triangle,6268
35920,disk,3853
35921,disk,3853
35922,oval,2881
35923,triangle,6268
35924,rectangle,1010
35925,triangle,6268
35926,unknown,4359
35927,circle,5890
35928,circle,5890
35929,disk,3853
35930,fireball,4939
35931,light,12895
35932,sphere,4134
35933,circle,5890
35934,oval,2881
35935,triangle,6268
35936,oval,2881
35937,fireball,4939
35938,fireball,4939
35939,light,12895
35940,rectangle,1010
35941,light,12895
35942,light,12895
35943,sphere,4134
35944,disk,3853
35945,formation,1908
35946,light,12895
35947,disk,3853
35948,light,12895
35949,oval,2881
35950,fireball,4939
35951,light,12895
35952,circle,5890
35953,rectangle,1010
35954,changing,1517
35955,other,4209
35956,triangle,6268
35957,fireball,4939
35958,fireball,4939
35959,light,12895
35960,sphere,4134
35961,unknown,4359
35962,sphere,4134
35963,sphere,4134
35964,disk,3853
35965,light,12895
35966,teardrop,560
35967,formation,1908
35968,light,12895
35969,light,12895
35970,unknown,4359
35971,formation,1908
35972,light,12895
35973,disk,3853
35974,light,12895
35975,light,12895
35976,sphere,4134
35977,other,4209
35978,light,12895
35979,other,4209
35980,other,4209
35981,oval,2881
35982,sphere,4134
35983,unknown,4359
35984,light,12895
35985,circle,5890
35986,light,12895
35987,light,12895
35988,fireball,4939
35989,triangle,6268
35990,triangle,6268
35991,sphere,4134
35992,triangle,6268
35993,light,12895
35994,other,4209
35995,disk,3853
35996,formation,1908
35997,fireball,4939
35998,fireball,4939
35999,fireball,4939
36000,light,12895
36001,sphere,4134
36002,unknown,4359
36003,cigar,1569
36004,cigar,1569
36005,disk,3853
36006,disk,3853
36007,fireball,4939
36008,sphere,4134
36009,sphere,4134
36010,triangle,6268
36011,light,12895
36012,light,12895
36013,oval,2881
36014,circle,5890
36015,circle,5890
36016,fireball,4939
36017,flash,1025
36018,flash,1025
36019,light,12895
36020,light,12895
36021,light,12895
36022,light,12895
36023,light,12895
36024,other,4209
36025,oval,2881
36026,triangle,6268
36027,triangle,6268
36028,unknown,4359
36029,cylinder,977
36030,disk,3853
36031,light,12895
36032,sphere,4134
36033,unknown,4359
36034,formation,1908
36035,changing,1517
36036,circle,5890
36037,cone,235
36038,formation,1908
36039,light,12895
36040,triangle,6268
36041,changing,1517
36042,fireball,4939
36043,rectangle,1010
36044,unknown,4359
36045,other,4209
36046,diamond,884
36047,fireball,4939
36048,changing,1517
36049,circle,5890
36050,light,12895
36051,light,12895
36052,other,4209
36053,other,4209
36054,oval,2881
36055,sphere,4134
36056,unknown,4359
36057,fireball,4939
36058,fireball,4939
36059,unknown,4359
36060,light,12895
36061,disk,3853
36062,light,12895
36063,fireball,4939
36064,formation,1908
36065,light,12895
36066,fireball,4939
36067,oval,2881
36068,disk,3853
36069,fireball,4939
36070,light,12895
36071,unknown,4359
36072,disk,3853
36073,light,12895
36074,other,4209
36075,cigar,1569
36076,light,12895
36077,light,12895
36078,other,4209
36079,other,4209
36080,other,4209
36081,other,4209
36082,other,4209
36083,circle,5890
36084,cylinder,977
36085,fireball,4939
36086,light,12895
36087,unknown,4359
36088,unknown,4359
36089,disk,3853
36090,disk,3853
36091,flash,1025
36092,sphere,4134
36093,triangle,6268
36094,chevron,774
36095,circle,5890
36096,disk,3853
36097,disk,3853
36098,formation,1908
36099,other,4209
36100,teardrop,560
36101,unknown,4359
36102,sphere,4134
36103,triangle,6268
36104,other,4209
36105,oval,2881
36106,circle,5890
36107,oval,2881
36108,triangle,6268
36109,disk,3853
36110,rectangle,1010
36111,cigar,1569
36112,circle,5890
36113,light,12895
36114,sphere,4134
36115,circle,5890
36116,disk,3853
36117,formation,1908
36118,rectangle,1010
36119,sphere,4134
36120,circle,5890
36121,disk,3853
36122,light,12895
36123,light,12895
36124,unknown,4359
36125,unknown,4359
36126,unknown,4359
36127,circle,5890
36128,light,12895
36129,teardrop,560
36130,light,12895
36131,teardrop,560
36132,triangle,6268
36133,changing,1517
36134,circle,5890
36135,cone,235
36136,oval,2881
36137,circle,5890
36138,changing,1517
36139,circle,5890
36140,egg,555
36141,oval,2881
36142,rectangle,1010
36143,cylinder,977
36144,disk,3853
36145,disk,3853
36146,disk,3853
36147,formation,1908
36148,light,12895
36149,light,12895
36150,sphere,4134
36151,sphere,4134
36152,sphere,4134
36153,light,12895
36154,light,12895
36155,sphere,4134
36156,unknown,4359
36157,unknown,4359
36158,cylinder,977
36159,chevron,774
36160,cigar,1569
36161,circle,5890
36162,formation,1908
36163,formation,1908
36164,light,12895
36165,light,12895
36166,other,4209
36167,other,4209
36168,triangle,6268
36169,triangle,6268
36170,triangle,6268
36171,circle,5890
36172,circle,5890
36173,circle,5890
36174,disk,3853
36175,fireball,4939
36176,light,12895
36177,triangle,6268
36178,unknown,4359
36179,changing,1517
36180,circle,5890
36181,disk,3853
36182,light,12895
36183,light,12895
36184,oval,2881
36185,rectangle,1010
36186,triangle,6268
36187,unknown,4359
36188,circle,5890
36189,circle,5890
36190,disk,3853
36191,light,12895
36192,other,4209
36193,fireball,4939
36194,formation,1908
36195,light,12895
36196,cigar,1569
36197,cigar,1569
36198,circle,5890
36199,light,12895
36200,oval,2881
36201,light,12895
36202,light,12895
36203,cylinder,977
36204,other,4209
36205,other,4209
36206,other,4209
36207,unknown,4359
36208,disk,3853
36209,oval,2881
36210,sphere,4134
36211,cigar,1569
36212,cigar,1569
36213,disk,3853
36214,light,12895
36215,triangle,6268
36216,unknown,4359
36217,other,4209
36218,circle,5890
36219,fireball,4939
36220,light,12895
36221,unknown,4359
36222,fireball,4939
36223,fireball,4939
36224,light,12895
36225,sphere,4134
36226,other,4209
36227,oval,2881
36228,cylinder,977
36229,triangle,6268
36230,light,12895
36231,other,4209
36232,chevron,774
36233,light,12895
36234,triangle,6268
36235,light,12895
36236,triangle,6268
36237,disk,3853
36238,fireball,4939
36239,light,12895
36240,other,4209
36241,circle,5890
36242,triangle,6268
36243,triangle,6268
36244,circle,5890
36245,other,4209
36246,egg,555
36247,flash,1025
36248,unknown,4359
36249,disk,3853
36250,circle,5890
36251,fireball,4939
36252,light,12895
36253,light,12895
36254,light,12895
36255,other,4209
36256,sphere,4134
36257,teardrop,560
36258,cigar,1569
36259,light,12895
36260,sphere,4134
36261,disk,3853
36262,fireball,4939
36263,formation,1908
36264,light,12895
36265,unknown,4359
36266,circle,5890
36267,circle,5890
36268,disk,3853
36269,fireball,4939
36270,unknown,4359
36271,circle,5890
36272,disk,3853
36273,disk,3853
36274,disk,3853
36275,disk,3853
36276,disk,3853
36277,disk,3853
36278,fireball,4939
36279,fireball,4939
36280,flash,1025
36281,flash,1025
36282,flash,1025
36283,light,12895
36284,other,4209
36285,other,4209
36286,oval,2881
36287,oval,2881
36288,sphere,4134
36289,sphere,4134
36290,triangle,6268
36291,triangle,6268
36292,light,12895
36293,chevron,774
36294,disk,3853
36295,disk,3853
36296,disk,3853
36297,disk,3853
36298,light,12895
36299,other,4209
36300,oval,2881
36301,sphere,4134
36302,sphere,4134
36303,sphere,4134
36304,unknown,4359
36305,unknown,4359
36306,other,4209
36307,triangle,6268
36308,cigar,1569
36309,rectangle,1010
36310,circle,5890
36311,oval,2881
36312,chevron,774
36313,circle,5890
36314,light,12895
36315,sphere,4134
36316,flash,1025
36317,other,4209
36318,oval,2881
36319,circle,5890
36320,oval,2881
36321,sphere,4134
36322,triangle,6268
36323,unknown,4359
36324,circle,5890
36325,light,12895
36326,other,4209
36327,fireball,4939
36328,formation,1908
36329,light,12895
36330,diamond,884
36331,light,12895
36332,light,12895
36333,sphere,4134
36334,diamond,884
36335,light,12895
36336,cigar,1569
36337,circle,5890
36338,diamond,884
36339,fireball,4939
36340,triangle,6268
36341,triangle,6268
36342,oval,2881
36343,light,12895
36344,light,12895
36345,unknown,4359
36346,oval,2881
36347,triangle,6268
36348,unknown,4359
36349,circle,5890
36350,circle,5890
36351,circle,5890
36352,disk,3853
36353,fireball,4939
36354,light,12895
36355,light,12895
36356,light,12895
36357,light,12895
36358,oval,2881
36359,sphere,4134
36360,triangle,6268
36361,flash,1025
36362,light,12895
36363,light,12895
36364,light,12895
36365,unknown,4359
36366,other,4209
36367,disk,3853
36368,unknown,4359
36369,circle,5890
36370,oval,2881
36371,fireball,4939
36372,triangle,6268
36373,circle,5890
36374,disk,3853
36375,changing,1517
36376,circle,5890
36377,fireball,4939
36378,sphere,4134
36379,light,12895
36380,light,12895
36381,oval,2881
36382,sphere,4134
36383,rectangle,1010
36384,triangle,6268
36385,triangle,6268
36386,triangle,6268
36387,disk,3853
36388,chevron,774
36389,circle,5890
36390,other,4209
36391,formation,1908
36392,other,4209
36393,sphere,4134
36394,triangle,6268
36395,circle,5890
36396,light,12895
36397,other,4209
36398,triangle,6268
36399,unknown,4359
36400,oval,2881
36401,circle,5890
36402,diamond,884
36403,disk,3853
36404,light,12895
36405,triangle,6268
36406,circle,5890
36407,light,12895
36408,disk,3853
36409,light,12895
36410,fireball,4939
36411,circle,5890
36412,light,12895
36413,teardrop,560
36414,triangle,6268
36415,disk,3853
36416,flash,1025
36417,light,12895
36418,oval,2881
36419,rectangle,1010
36420,sphere,4134
36421,triangle,6268
36422,triangle,6268
36423,fireball,4939
36424,cigar,1569
36425,changing,1517
36426,circle,5890
36427,circle,5890
36428,disk,3853
36429,oval,2881
36430,circle,5890
36431,changing,1517
36432,fireball,4939
36433,fireball,4939
36434,triangle,6268
36435,unknown,4359
36436,unknown,4359
36437,cone,235
36438,disk,3853
36439,formation,1908
36440,oval,2881
36441,light,12895
36442,circle,5890
36443,circle,5890
36444,disk,3853
36445,fireball,4939
36446,fireball,4939
36447,fireball,4939
36448,light,12895
36449,light,12895
36450,light,12895
36451,light,12895
36452,other,4209
36453,other,4209
36454,sphere,4134
36455,sphere,4134
36456,triangle,6268
36457,triangle,6268
36458,cone,235
36459,oval,2881
36460,changing,1517
36461,cigar,1569
36462,cylinder,977
36463,diamond,884
36464,disk,3853
36465,disk,3853
36466,fireball,4939
36467,light,12895
36468,light,12895
36469,light,12895
36470,light,12895
36471,other,4209
36472,oval,2881
36473,sphere,4134
36474,sphere,4134
36475,sphere,4134
36476,sphere,4134
36477,fireball,4939
36478,circle,5890
36479,circle,5890
36480,circle,5890
36481,fireball,4939
36482,fireball,4939
36483,light,12895
36484,light,12895
36485,circle,5890
36486,cylinder,977
36487,light,12895
36488,oval,2881
36489,triangle,6268
36490,oval,2881
36491,circle,5890
36492,other,4209
36493,triangle,6268
36494,unknown,4359
36495,other,4209
36496,formation,1908
36497,light,12895
36498,circle,5890
36499,light,12895
36500,light,12895
36501,triangle,6268
36502,fireball,4939
36503,disk,3853
36504,disk,3853
36505,fireball,4939
36506,light,12895
36507,sphere,4134
36508,disk,3853
36509,diamond,884
36510,other,4209
36511,changing,1517
36512,circle,5890
36513,egg,555
36514,other,4209
36515,disk,3853
36516,unknown,4359
36517,egg,555
36518,disk,3853
36519,sphere,4134
36520,changing,1517
36521,circle,5890
36522,fireball,4939
36523,oval,2881
36524,rectangle,1010
36525,light,12895
36526,light,12895
36527,light,12895
36528,cigar,1569
36529,cylinder,977
36530,diamond,884
36531,rectangle,1010
36532,oval,2881
36533,cigar,1569
36534,other,4209
36535,fireball,4939
36536,formation,1908
36537,light,12895
36538,formation,1908
36539,light,12895
36540,light,12895
36541,light,12895
36542,other,4209
36543,disk,3853
36544,disk,3853
36545,disk,3853
36546,fireball,4939
36547,circle,5890
36548,disk,3853
36549,fireball,4939
36550,other,4209
36551,disk,3853
36552,light,12895
36553,cylinder,977
36554,egg,555
36555,sphere,4134
36556,fireball,4939
36557,fireball,4939
36558,fireball,4939
36559,fireball,4939
36560,other,4209
36561,sphere,4134
36562,triangle,6268
36563,unknown,4359
36564,cone,235
36565,light,12895
36566,triangle,6268
36567,circle,5890
36568,cylinder,977
36569,diamond,884
36570,unknown,4359
36571,triangle,6268
36572,fireball,4939
36573,light,12895
36574,cigar,1569
36575,unknown,4359
36576,fireball,4939
36577,light,12895
36578,light,12895
36579,other,4209
36580,unknown,4359
36581,sphere,4134
36582,triangle,6268
36583,unknown,4359
36584,light,12895
36585,circle,5890
36586,triangle,6268
36587,circle,5890
