,Year,Year_count
0,2005,3046
1,2000,2012
2,2006,2749
3,2014,1894
4,2011,4215
5,1972,107
6,2006,2749
7,2013,5862
8,1998,1191
9,2013,5862
10,2004,3067
11,2003,2782
12,2010,3423
13,2013,5862
14,2012,6096
15,2014,1894
16,1997,856
17,2008,3867
18,2008,3867
19,2006,2749
20,2006,2749
21,1986,134
22,1949,14
23,2009,3502
24,1999,1924
25,2012,6096
26,2006,2749
27,2001,2295
28,2013,5862
29,2012,6096
30,2013,5862
31,2014,1894
32,2014,1894
33,2012,6096
34,2009,3502
35,2010,3423
36,2012,6096
37,2012,6096
38,2000,2012
39,2014,1894
40,2013,5862
41,2010,3423
42,2012,6096
43,2005,3046
44,2012,6096
45,2006,2749
46,2013,5862
47,1987,156
48,2013,5862
49,2014,1894
50,2012,6096
51,2003,2782
52,2006,2749
53,2011,4215
54,2003,2782
55,1995,378
56,2004,3067
57,2005,3046
58,2012,6096
59,2003,2782
60,2012,6096
61,2012,6096
62,2012,6096
63,2003,2782
64,2005,3046
65,2014,1894
66,2013,5862
67,2005,3046
68,1998,1191
69,2003,2782
70,2012,6096
71,2012,6096
72,2004,3067
73,2008,3867
74,2007,3338
75,2012,6096
76,2012,6096
77,2010,3423
78,2002,2298
79,2013,5862
80,2013,5862
81,2012,6096
82,2002,2298
83,2013,5862
84,1998,1191
85,1998,1191
86,2012,6096
87,2013,5862
88,2009,3502
89,2012,6096
90,2009,3502
91,2002,2298
92,1996,396
93,2014,1894
94,1998,1191
95,2014,1894
96,2014,1894
97,1973,166
98,2014,1894
99,1995,378
100,1974,200
101,2001,2295
102,2003,2782
103,1966,144
104,2013,5862
105,2012,6096
106,2000,2012
107,2012,6096
108,2008,3867
109,2001,2295
110,2013,5862
111,1998,1191
112,1936,1
113,2005,3046
114,1969,114
115,1993,204
116,2011,4215
117,2003,2782
118,2001,2295
119,2013,5862
120,2013,5862
121,2013,5862
122,2013,5862
123,2003,2782
124,2013,5862
125,1949,14
126,2002,2298
127,2006,2749
128,2013,5862
129,2013,5862
130,1998,1191
131,1969,114
132,2013,5862
133,2012,6096
134,2013,5862
135,2009,3502
136,2004,3067
137,2013,5862
138,2005,3046
139,2012,6096
140,2009,3502
141,2012,6096
142,2005,3046
143,2005,3046
144,2001,2295
145,2009,3502
146,2000,2012
147,1998,1191
148,2004,3067
149,2012,6096
150,1999,1924
151,2006,2749
152,2011,4215
153,2008,3867
154,2004,3067
155,2013,5862
156,2011,4215
157,2008,3867
158,2012,6096
159,1954,32
160,1986,134
161,1980,179
162,1989,180
163,2005,3046
164,2012,6096
165,2009,3502
166,2007,3338
167,2012,6096
168,2012,6096
169,2012,6096
170,2012,6096
171,2000,2012
172,2009,3502
173,2011,4215
174,1985,153
175,2005,3046
176,2010,3423
177,1997,856
178,2011,4215
179,1968,157
180,1968,157
181,1982,122
182,2009,3502
183,1998,1191
184,2009,3502
185,1997,856
186,2000,2012
187,2003,2782
188,1987,156
189,1969,114
190,2014,1894
191,2004,3067
192,2014,1894
193,1999,1924
194,2014,1894
195,2004,3067
196,2012,6096
197,2013,5862
198,2012,6096
199,1978,231
200,2008,3867
201,1998,1191
202,2013,5862
203,2014,1894
204,2013,5862
205,2002,2298
206,2001,2295
207,1999,1924
208,1962,49
209,2001,2295
210,2014,1894
211,1999,1924
212,2005,3046
213,2014,1894
214,2011,4215
215,1999,1924
216,2013,5862
217,2013,5862
218,2007,3338
219,2012,6096
220,2013,5862
221,2002,2298
222,2006,2749
223,2006,2749
224,1998,1191
225,2000,2012
226,1999,1924
227,1998,1191
228,2011,4215
229,2011,4215
230,2000,2012
231,1997,856
232,1988,163
233,1975,228
234,2008,3867
235,2013,5862
236,2013,5862
237,2013,5862
238,2013,5862
239,1999,1924
240,2014,1894
241,2001,2295
242,2013,5862
243,2012,6096
244,2010,3423
245,2001,2295
246,2000,2012
247,2012,6096
248,2011,4215
249,1985,153
250,2011,4215
251,1996,396
252,1999,1924
253,1999,1924
254,2001,2295
255,1990,170
256,2012,6096
257,2013,5862
258,1976,206
259,1984,131
260,1990,170
261,1987,156
262,1986,134
263,1969,114
264,2009,3502
265,2002,2298
266,2014,1894
267,2014,1894
268,2011,4215
269,2013,5862
270,2013,5862
271,1988,163
272,2013,5862
273,2013,5862
274,1999,1924
275,2005,3046
276,1995,378
277,2006,2749
278,2012,6096
279,2011,4215
280,2011,4215
281,2010,3423
282,2011,4215
283,2013,5862
284,1997,856
285,2005,3046
286,2009,3502
287,2014,1894
288,2014,1894
289,2007,3338
290,2012,6096
291,2010,3423
292,2010,3423
293,2001,2295
294,2001,2295
295,2003,2782
296,2012,6096
297,2008,3867
298,2008,3867
299,2012,6096
300,2010,3423
301,2000,2012
302,2013,5862
303,1999,1924
304,2013,5862
305,2008,3867
306,2011,4215
307,2012,6096
308,2007,3338
309,2008,3867
310,2010,3423
311,2009,3502
312,1999,1924
313,1998,1191
314,2011,4215
315,2003,2782
316,2010,3423
317,2011,4215
318,2011,4215
319,2003,2782
320,1998,1191
321,2012,6096
322,2013,5862
323,2008,3867
324,2006,2749
325,2007,3338
326,2003,2782
327,1999,1924
328,2006,2749
329,2012,6096
330,2008,3867
331,2003,2782
332,2009,3502
333,2007,3338
334,2007,3338
335,2005,3046
336,1985,153
337,2011,4215
338,2012,6096
339,2008,3867
340,2009,3502
341,2001,2295
342,2014,1894
343,2002,2298
344,2010,3423
345,1987,156
346,2000,2012
347,2007,3338
348,2004,3067
349,2008,3867
350,2006,2749
351,2004,3067
352,2011,4215
353,2006,2749
354,2012,6096
355,2007,3338
356,2003,2782
357,1976,206
358,1975,228
359,2007,3338
360,2007,3338
361,2012,6096
362,2006,2749
363,2006,2749
364,2013,5862
365,1999,1924
366,2014,1894
367,2014,1894
368,2012,6096
369,2006,2749
370,2014,1894
371,2003,2782
372,2009,3502
373,2006,2749
374,2012,6096
375,2013,5862
376,2007,3338
377,2009,3502
378,1967,138
379,2012,6096
380,1978,231
381,2003,2782
382,1999,1924
383,2006,2749
384,2012,6096
385,2006,2749
386,1999,1924
387,2006,2749
388,2010,3423
389,1980,179
390,2005,3046
391,2009,3502
392,2008,3867
393,2007,3338
394,2008,3867
395,2012,6096
396,1951,11
397,2013,5862
398,2003,2782
399,2014,1894
400,2006,2749
401,2008,3867
402,1956,33
403,2010,3423
404,2006,2749
405,2014,1894
406,2013,5862
407,1973,166
408,2013,5862
409,2014,1894
410,1978,231
411,2012,6096
412,2012,6096
413,2004,3067
414,2013,5862
415,2011,4215
416,2008,3867
417,1971,88
418,2003,2782
419,2008,3867
420,2012,6096
421,2010,3423
422,2004,3067
423,1973,166
424,1972,107
425,1975,228
426,1987,156
427,1985,153
428,1994,283
429,1967,138
430,2000,2012
431,2003,2782
432,2013,5862
433,2003,2782
434,2005,3046
435,2000,2012
436,2003,2782
437,2003,2782
438,2003,2782
439,2010,3423
440,2005,3046
441,2006,2749
442,2005,3046
443,2010,3423
444,2000,2012
445,2013,5862
446,1995,378
447,2008,3867
448,2013,5862
449,2014,1894
450,2014,1894
451,2012,6096
452,2009,3502
453,1998,1191
454,1973,166
455,2014,1894
456,1967,138
457,1998,1191
458,2013,5862
459,2008,3867
460,2009,3502
461,2014,1894
462,2009,3502
463,2007,3338
464,2004,3067
465,2003,2782
466,2011,4215
467,2008,3867
468,2009,3502
469,2004,3067
470,2011,4215
471,2008,3867
472,2007,3338
473,2003,2782
474,2002,2298
475,2008,3867
476,2013,5862
477,2007,3338
478,2002,2298
479,2003,2782
480,2005,3046
481,1975,228
482,1998,1191
483,2012,6096
484,2011,4215
485,2010,3423
486,1997,856
487,2014,1894
488,2013,5862
489,1997,856
490,2008,3867
491,2013,5862
492,1964,69
493,2012,6096
494,2006,2749
495,2010,3423
496,2013,5862
497,2008,3867
498,2003,2782
499,2010,3423
500,2013,5862
501,2012,6096
502,2013,5862
503,2001,2295
504,2004,3067
505,2006,2749
506,2013,5862
507,2007,3338
508,2007,3338
509,2000,2012
510,2011,4215
511,2005,3046
512,2000,2012
513,2010,3423
514,2009,3502
515,1971,88
516,2001,2295
517,1999,1924
518,2014,1894
519,2004,3067
520,2014,1894
521,1976,206
522,2010,3423
523,1968,157
524,2010,3423
525,1965,145
526,1978,231
527,1968,157
528,2008,3867
529,2012,6096
530,2007,3338
531,1999,1924
532,2008,3867
533,2013,5862
534,2004,3067
535,1999,1924
536,2012,6096
537,2012,6096
538,2012,6096
539,2014,1894
540,2007,3338
541,2012,6096
542,2010,3423
543,2012,6096
544,2005,3046
545,2006,2749
546,2007,3338
547,2013,5862
548,2008,3867
549,1997,856
550,2007,3338
551,1998,1191
552,2013,5862
553,2005,3046
554,2007,3338
555,2013,5862
556,2013,5862
557,2004,3067
558,2013,5862
559,2001,2295
560,2002,2298
561,1997,856
562,1980,179
563,2013,5862
564,2005,3046
565,2011,4215
566,2008,3867
567,2011,4215
568,2013,5862
569,2011,4215
570,2004,3067
571,2005,3046
572,2004,3067
573,2012,6096
574,2013,5862
575,2011,4215
576,2013,5862
577,2003,2782
578,2014,1894
579,2005,3046
580,2002,2298
581,2014,1894
582,2005,3046
583,2004,3067
584,2005,3046
585,2005,3046
586,2006,2749
587,2004,3067
588,2001,2295
589,2013,5862
590,2005,3046
591,2003,2782
592,2014,1894
593,2003,2782
594,2000,2012
595,2012,6096
596,2013,5862
597,2013,5862
598,2012,6096
599,2012,6096
600,2002,2298
601,2006,2749
602,2011,4215
603,2005,3046
604,2001,2295
605,2007,3338
606,2014,1894
607,2003,2782
608,1968,157
609,2005,3046
610,2013,5862
611,1999,1924
612,2005,3046
613,2000,2012
614,2011,4215
615,2005,3046
616,2014,1894
617,2000,2012
618,2014,1894
619,2003,2782
620,2013,5862
621,2006,2749
622,1999,1924
623,1999,1924
624,1998,1191
625,2007,3338
626,2013,5862
627,2014,1894
628,2013,5862
629,2007,3338
630,2006,2749
631,2004,3067
632,1998,1191
633,2012,6096
634,2013,5862
635,1988,163
636,2009,3502
637,2010,3423
638,2010,3423
639,2014,1894
640,1999,1924
641,2005,3046
642,2006,2749
643,2012,6096
644,2013,5862
645,2013,5862
646,2004,3067
647,1961,39
648,2007,3338
649,2011,4215
650,2014,1894
651,2005,3046
652,1998,1191
653,2006,2749
654,1972,107
655,1988,163
656,2012,6096
657,2011,4215
658,2001,2295
659,2002,2298
660,2007,3338
661,2013,5862
662,2002,2298
663,2007,3338
664,2011,4215
665,2009,3502
666,2003,2782
667,2012,6096
668,2003,2782
669,2013,5862
670,2000,2012
671,2008,3867
672,1985,153
673,2006,2749
674,2004,3067
675,1992,168
676,2008,3867
677,2011,4215
678,2008,3867
679,1968,157
680,2000,2012
681,2007,3338
682,2013,5862
683,2001,2295
684,2013,5862
685,2007,3338
686,1973,166
687,2013,5862
688,2013,5862
689,2001,2295
690,2006,2749
691,2002,2298
692,2012,6096
693,2007,3338
694,2012,6096
695,2007,3338
696,2011,4215
697,2009,3502
698,2010,3423
699,2007,3338
700,2014,1894
701,2006,2749
702,1949,14
703,2002,2298
704,2011,4215
705,2002,2298
706,2009,3502
707,2013,5862
708,2010,3423
709,1966,144
710,2005,3046
711,2011,4215
712,2007,3338
713,2002,2298
714,2003,2782
715,2007,3338
716,2007,3338
717,2005,3046
718,2011,4215
719,1998,1191
720,2005,3046
721,1999,1924
722,2013,5862
723,2013,5862
724,2014,1894
725,2013,5862
726,1997,856
727,1979,170
728,1984,131
729,2003,2782
730,2011,4215
731,2002,2298
732,2003,2782
733,2000,2012
734,1972,107
735,2011,4215
736,2014,1894
737,2009,3502
738,2005,3046
739,2012,6096
740,1980,179
741,2006,2749
742,1984,131
743,2012,6096
744,2004,3067
745,1999,1924
746,1973,166
747,1994,283
748,2005,3046
749,1999,1924
750,2000,2012
751,2005,3046
752,1994,283
753,1994,283
754,1994,283
755,2010,3423
756,2008,3867
757,2006,2749
758,2003,2782
759,1995,378
760,2006,2749
761,2003,2782
762,2012,6096
763,2003,2782
764,2012,6096
765,2013,5862
766,2005,3046
767,2014,1894
768,2014,1894
769,1980,179
770,2014,1894
771,2013,5862
772,1993,204
773,1967,138
774,2013,5862
775,2009,3502
776,1999,1924
777,2012,6096
778,1974,200
779,2012,6096
780,2013,5862
781,2006,2749
782,1994,283
783,2012,6096
784,2003,2782
785,2011,4215
786,2004,3067
787,2014,1894
788,2007,3338
789,2004,3067
790,2005,3046
791,2004,3067
792,2010,3423
793,2003,2782
794,2012,6096
795,2000,2012
796,2009,3502
797,2007,3338
798,2013,5862
799,2008,3867
800,1966,144
801,2013,5862
802,2009,3502
803,2008,3867
804,2009,3502
805,2009,3502
806,2004,3067
807,1986,134
808,2006,2749
809,2008,3867
810,2013,5862
811,2007,3338
812,2013,5862
813,2009,3502
814,2013,5862
815,2012,6096
816,2004,3067
817,2014,1894
818,1993,204
819,2008,3867
820,2010,3423
821,2009,3502
822,2006,2749
823,2008,3867
824,2008,3867
825,2012,6096
826,2011,4215
827,2009,3502
828,2007,3338
829,1998,1191
830,2000,2012
831,1970,96
832,2009,3502
833,1995,378
834,2007,3338
835,2012,6096
836,2012,6096
837,2009,3502
838,2007,3338
839,1994,283
840,2002,2298
841,2008,3867
842,2013,5862
843,2008,3867
844,1971,88
845,1949,14
846,2014,1894
847,2014,1894
848,2012,6096
849,2011,4215
850,2014,1894
851,1999,1924
852,2014,1894
853,2006,2749
854,1999,1924
855,1993,204
856,2014,1894
857,2012,6096
858,2008,3867
859,2005,3046
860,1999,1924
861,2011,4215
862,2003,2782
863,1996,396
864,2013,5862
865,2013,5862
866,2000,2012
867,2009,3502
868,2004,3067
869,2008,3867
870,2008,3867
871,2014,1894
872,2009,3502
873,1975,228
874,2002,2298
875,1972,107
876,2008,3867
877,2007,3338
878,1974,200
879,2013,5862
880,1992,168
881,2000,2012
882,2009,3502
883,1939,3
884,2013,5862
885,2013,5862
886,1995,378
887,2008,3867
888,1999,1924
889,1994,283
890,2001,2295
891,2014,1894
892,1992,168
893,2007,3338
894,1996,396
895,2009,3502
896,2013,5862
897,2005,3046
898,2010,3423
899,2009,3502
900,2010,3423
901,2008,3867
902,2003,2782
903,2012,6096
904,2001,2295
905,2003,2782
906,2005,3046
907,1989,180
908,2011,4215
909,1980,179
910,2008,3867
911,2010,3423
912,1989,180
913,2008,3867
914,2004,3067
915,2004,3067
916,2004,3067
917,2013,5862
918,2000,2012
919,2013,5862
920,2002,2298
921,2012,6096
922,2014,1894
923,2010,3423
924,2010,3423
925,2009,3502
926,2011,4215
927,2011,4215
928,2001,2295
929,2005,3046
930,1973,166
931,1970,96
932,2001,2295
933,2009,3502
934,2011,4215
935,2010,3423
936,2012,6096
937,2002,2298
938,2007,3338
939,2002,2298
940,2013,5862
941,2010,3423
942,2005,3046
943,2003,2782
944,2013,5862
945,2002,2298
946,2013,5862
947,2011,4215
948,2013,5862
949,2013,5862
950,2011,4215
951,2012,6096
952,2007,3338
953,2003,2782
954,2010,3423
955,2007,3338
956,2001,2295
957,2009,3502
958,1982,122
959,1982,122
960,1968,157
961,2002,2298
962,2000,2012
963,2010,3423
964,2003,2782
965,1967,138
966,1987,156
967,2002,2298
968,2005,3046
969,2004,3067
970,2013,5862
971,2013,5862
972,2001,2295
973,2013,5862
974,2004,3067
975,2007,3338
976,2012,6096
977,2005,3046
978,2005,3046
979,2005,3046
980,2005,3046
981,2013,5862
982,1987,156
983,2000,2012
984,2013,5862
985,2011,4215
986,2012,6096
987,2007,3338
988,1999,1924
989,2003,2782
990,1965,145
991,2003,2782
992,2011,4215
993,2011,4215
994,2011,4215
995,2011,4215
996,1999,1924
997,1999,1924
998,2008,3867
999,2012,6096
1000,2013,5862
1001,2012,6096
1002,2008,3867
1003,2012,6096
1004,2009,3502
1005,2011,4215
1006,2010,3423
1007,2010,3423
1008,1955,20
1009,2003,2782
1010,2003,2782
1011,1999,1924
1012,2002,2298
1013,2000,2012
1014,2003,2782
1015,2009,3502
1016,2003,2782
1017,2008,3867
1018,2009,3502
1019,1997,856
1020,2003,2782
1021,2006,2749
1022,2004,3067
1023,2012,6096
1024,1965,145
1025,2012,6096
1026,2012,6096
1027,2003,2782
1028,2000,2012
1029,2011,4215
1030,2003,2782
1031,1999,1924
1032,2012,6096
1033,1996,396
1034,2002,2298
1035,2013,5862
1036,2005,3046
1037,2006,2749
1038,2009,3502
1039,2007,3338
1040,2000,2012
1041,2006,2749
1042,2012,6096
1043,2011,4215
1044,2014,1894
1045,2013,5862
1046,2013,5862
1047,2007,3338
1048,2009,3502
1049,1999,1924
1050,2009,3502
1051,2001,2295
1052,1981,123
1053,2008,3867
1054,2005,3046
1055,2013,5862
1056,2009,3502
1057,2011,4215
1058,2006,2749
1059,2000,2012
1060,2008,3867
1061,2013,5862
1062,2001,2295
1063,1971,88
1064,2004,3067
1065,2004,3067
1066,2003,2782
1067,2006,2749
1068,2012,6096
1069,2005,3046
1070,2011,4215
1071,2011,4215
1072,2003,2782
1073,2007,3338
1074,2003,2782
1075,2008,3867
1076,2010,3423
1077,2000,2012
1078,2005,3046
1079,2003,2782
1080,2011,4215
1081,2012,6096
1082,2003,2782
1083,2003,2782
1084,2000,2012
1085,2013,5862
1086,2004,3067
1087,2005,3046
1088,2001,2295
1089,2004,3067
1090,2011,4215
1091,2001,2295
1092,1999,1924
1093,2012,6096
1094,2006,2749
1095,2013,5862
1096,2009,3502
1097,2007,3338
1098,2006,2749
1099,2013,5862
1100,2011,4215
1101,1973,166
1102,2000,2012
1103,1998,1191
1104,2005,3046
1105,2011,4215
1106,2009,3502
1107,2009,3502
1108,2013,5862
1109,2000,2012
1110,1991,165
1111,2012,6096
1112,2008,3867
1113,2009,3502
1114,2000,2012
1115,2013,5862
1116,2001,2295
1117,2002,2298
1118,2004,3067
1119,2012,6096
1120,1973,166
1121,2012,6096
1122,1985,153
1123,2005,3046
1124,2008,3867
1125,2000,2012
1126,2008,3867
1127,2012,6096
1128,2000,2012
1129,1988,163
1130,2002,2298
1131,2013,5862
1132,2007,3338
1133,2012,6096
1134,2012,6096
1135,2003,2782
1136,2008,3867
1137,1991,165
1138,2007,3338
1139,2000,2012
1140,1988,163
1141,2014,1894
1142,2010,3423
1143,1995,378
1144,2007,3338
1145,1956,33
1146,2003,2782
1147,2013,5862
1148,2008,3867
1149,2000,2012
1150,2000,2012
1151,2003,2782
1152,1997,856
1153,2013,5862
1154,2001,2295
1155,1999,1924
1156,2001,2295
1157,1999,1924
1158,2003,2782
1159,2008,3867
1160,2003,2782
1161,1999,1924
1162,2010,3423
1163,2008,3867
1164,2003,2782
1165,2003,2782
1166,2010,3423
1167,1977,190
1168,2005,3046
1169,2008,3867
1170,2004,3067
1171,2003,2782
1172,2001,2295
1173,1966,144
1174,1986,134
1175,2005,3046
1176,2009,3502
1177,2013,5862
1178,2013,5862
1179,1979,170
1180,2007,3338
1181,1999,1924
1182,2006,2749
1183,2009,3502
1184,1996,396
1185,2012,6096
1186,2006,2749
1187,2002,2298
1188,2013,5862
1189,2007,3338
1190,2002,2298
1191,2013,5862
1192,2012,6096
1193,2001,2295
1194,1975,228
1195,2010,3423
1196,2007,3338
1197,2006,2749
1198,1967,138
1199,1998,1191
1200,1985,153
1201,2002,2298
1202,2003,2782
1203,1968,157
1204,1969,114
1205,1969,114
1206,2013,5862
1207,2000,2012
1208,2006,2749
1209,2002,2298
1210,2000,2012
1211,2006,2749
1212,1996,396
1213,1999,1924
1214,2003,2782
1215,2000,2012
1216,2006,2749
1217,2007,3338
1218,2011,4215
1219,2000,2012
1220,1999,1924
1221,1991,165
1222,2012,6096
1223,2004,3067
1224,1999,1924
1225,2008,3867
1226,2003,2782
1227,1999,1924
1228,2001,2295
1229,1999,1924
1230,1980,179
1231,2004,3067
1232,2007,3338
1233,2010,3423
1234,2005,3046
1235,2003,2782
1236,2007,3338
1237,1977,190
1238,2002,2298
1239,1989,180
1240,2011,4215
1241,2003,2782
1242,2006,2749
1243,2011,4215
1244,2005,3046
1245,2010,3423
1246,2005,3046
1247,2008,3867
1248,2008,3867
1249,2013,5862
1250,2013,5862
1251,1999,1924
1252,1994,283
1253,2012,6096
1254,2004,3067
1255,2012,6096
1256,2004,3067
1257,2003,2782
1258,2007,3338
1259,2013,5862
1260,1999,1924
1261,2001,2295
1262,2000,2012
1263,2001,2295
1264,2006,2749
1265,2008,3867
1266,2013,5862
1267,2008,3867
1268,2013,5862
1269,2013,5862
1270,2000,2012
1271,2012,6096
1272,2009,3502
1273,2007,3338
1274,2012,6096
1275,2011,4215
1276,2012,6096
1277,2007,3338
1278,2010,3423
1279,1993,204
1280,2002,2298
1281,2003,2782
1282,1980,179
1283,2006,2749
1284,2001,2295
1285,2003,2782
1286,1968,157
1287,2002,2298
1288,1998,1191
1289,2004,3067
1290,2011,4215
1291,2014,1894
1292,2005,3046
1293,1996,396
1294,1998,1191
1295,2010,3423
1296,2011,4215
1297,2002,2298
1298,2000,2012
1299,1994,283
1300,2013,5862
1301,2010,3423
1302,2004,3067
1303,2010,3423
1304,1990,170
1305,2005,3046
1306,2012,6096
1307,2002,2298
1308,2008,3867
1309,2003,2782
1310,1994,283
1311,2014,1894
1312,2001,2295
1313,2002,2298
1314,2002,2298
1315,2013,5862
1316,1986,134
1317,2007,3338
1318,2006,2749
1319,2012,6096
1320,2001,2295
1321,2004,3067
1322,1994,283
1323,2004,3067
1324,2000,2012
1325,1952,32
1326,2006,2749
1327,1991,165
1328,2010,3423
1329,1993,204
1330,2012,6096
1331,2008,3867
1332,2013,5862
1333,2014,1894
1334,2011,4215
1335,2007,3338
1336,2012,6096
1337,2005,3046
1338,2011,4215
1339,2010,3423
1340,2007,3338
1341,2002,2298
1342,2003,2782
1343,2005,3046
1344,2013,5862
1345,2012,6096
1346,2004,3067
1347,2004,3067
1348,2012,6096
1349,2012,6096
1350,2008,3867
1351,2010,3423
1352,1977,190
1353,2010,3423
1354,2004,3067
1355,1997,856
1356,2009,3502
1357,1957,53
1358,2009,3502
1359,2011,4215
1360,2003,2782
1361,2000,2012
1362,2006,2749
1363,2012,6096
1364,2002,2298
1365,2010,3423
1366,2010,3423
1367,2011,4215
1368,2010,3423
1369,2004,3067
1370,2005,3046
1371,2006,2749
1372,2003,2782
1373,1998,1191
1374,2005,3046
1375,1998,1191
1376,2001,2295
1377,2005,3046
1378,2011,4215
1379,2012,6096
1380,1996,396
1381,2012,6096
1382,2012,6096
1383,2010,3423
1384,2004,3067
1385,2008,3867
1386,2013,5862
1387,2010,3423
1388,2010,3423
1389,2008,3867
1390,2001,2295
1391,2013,5862
1392,2012,6096
1393,2012,6096
1394,1962,49
1395,2011,4215
1396,2013,5862
1397,2011,4215
1398,2013,5862
1399,2012,6096
1400,2002,2298
1401,1999,1924
1402,1999,1924
1403,2006,2749
1404,2012,6096
1405,2007,3338
1406,2001,2295
1407,1981,123
1408,1968,157
1409,2006,2749
1410,2012,6096
1411,2008,3867
1412,2004,3067
1413,1999,1924
1414,2012,6096
1415,2003,2782
1416,1996,396
1417,2011,4215
1418,2011,4215
1419,2013,5862
1420,2008,3867
1421,2011,4215
1422,2010,3423
1423,2010,3423
1424,2009,3502
1425,2006,2749
1426,1999,1924
1427,2012,6096
1428,1985,153
1429,2006,2749
1430,2012,6096
1431,1973,166
1432,1997,856
1433,2005,3046
1434,2014,1894
1435,2005,3046
1436,2006,2749
1437,2009,3502
1438,2006,2749
1439,2002,2298
1440,1978,231
1441,1969,114
1442,2006,2749
1443,2003,2782
1444,1987,156
1445,2006,2749
1446,2006,2749
1447,2003,2782
1448,2014,1894
1449,2013,5862
1450,2013,5862
1451,2004,3067
1452,2000,2012
1453,2009,3502
1454,2011,4215
1455,2001,2295
1456,2014,1894
1457,2008,3867
1458,2005,3046
1459,2008,3867
1460,2002,2298
1461,2004,3067
1462,2007,3338
1463,2007,3338
1464,2000,2012
1465,2011,4215
1466,2012,6096
1467,2005,3046
1468,2007,3338
1469,2003,2782
1470,2011,4215
1471,2007,3338
1472,2004,3067
1473,2004,3067
1474,2004,3067
1475,2004,3067
1476,2013,5862
1477,2002,2298
1478,2001,2295
1479,2009,3502
1480,2005,3046
1481,2007,3338
1482,2003,2782
1483,2001,2295
1484,2001,2295
1485,2009,3502
1486,2000,2012
1487,2003,2782
1488,2001,2295
1489,2011,4215
1490,2014,1894
1491,2011,4215
1492,2005,3046
1493,1980,179
1494,2000,2012
1495,2013,5862
1496,2008,3867
1497,2007,3338
1498,2005,3046
1499,1999,1924
1500,2001,2295
1501,2001,2295
1502,2000,2012
1503,2000,2012
1504,2000,2012
1505,2000,2012
1506,2000,2012
1507,2001,2295
1508,2003,2782
1509,2000,2012
1510,2000,2012
1511,2010,3423
1512,1997,856
1513,1982,122
1514,2004,3067
1515,1975,228
1516,2014,1894
1517,2012,6096
1518,2008,3867
1519,2012,6096
1520,2005,3046
1521,2005,3046
1522,2013,5862
1523,2007,3338
1524,2013,5862
1525,2013,5862
1526,2000,2012
1527,2000,2012
1528,2004,3067
1529,2009,3502
1530,1997,856
1531,2007,3338
1532,2012,6096
1533,2006,2749
1534,2011,4215
1535,2012,6096
1536,2013,5862
1537,2013,5862
1538,2013,5862
1539,2013,5862
1540,2011,4215
1541,2010,3423
1542,1997,856
1543,2008,3867
1544,2012,6096
1545,2012,6096
1546,2013,5862
1547,2001,2295
1548,1999,1924
1549,2009,3502
1550,2004,3067
1551,2000,2012
1552,2004,3067
1553,2002,2298
1554,2009,3502
1555,2009,3502
1556,1999,1924
1557,2010,3423
1558,2013,5862
1559,2007,3338
1560,2005,3046
1561,2010,3423
1562,2011,4215
1563,2014,1894
1564,2004,3067
1565,2000,2012
1566,2003,2782
1567,1997,856
1568,2012,6096
1569,2004,3067
1570,2010,3423
1571,2010,3423
1572,1998,1191
1573,1997,856
1574,2007,3338
1575,2005,3046
1576,2008,3867
1577,2014,1894
1578,2007,3338
1579,1999,1924
1580,2008,3867
1581,2005,3046
1582,2012,6096
1583,1998,1191
1584,2000,2012
1585,1998,1191
1586,2005,3046
1587,2008,3867
1588,1999,1924
1589,1999,1924
1590,2006,2749
1591,2010,3423
1592,2004,3067
1593,2011,4215
1594,2006,2749
1595,2013,5862
1596,2001,2295
1597,1997,856
1598,2006,2749
1599,2012,6096
1600,2006,2749
1601,2000,2012
1602,2000,2012
1603,2007,3338
1604,2007,3338
1605,2012,6096
1606,2005,3046
1607,2012,6096
1608,2000,2012
1609,2000,2012
1610,2000,2012
1611,2013,5862
1612,2003,2782
1613,2002,2298
1614,2008,3867
1615,2002,2298
1616,2013,5862
1617,2001,2295
1618,2000,2012
1619,2014,1894
1620,2013,5862
1621,2014,1894
1622,2012,6096
1623,2012,6096
1624,2013,5862
1625,2013,5862
1626,1998,1191
1627,2000,2012
1628,2004,3067
1629,2012,6096
1630,2000,2012
1631,2010,3423
1632,2012,6096
1633,2000,2012
1634,2000,2012
1635,2004,3067
1636,2000,2012
1637,2000,2012
1638,2001,2295
1639,2012,6096
1640,2005,3046
1641,1998,1191
1642,2001,2295
1643,2011,4215
1644,2009,3502
1645,2005,3046
1646,2010,3423
1647,2013,5862
1648,2000,2012
1649,2000,2012
1650,2003,2782
1651,2004,3067
1652,2000,2012
1653,2000,2012
1654,2005,3046
1655,2000,2012
1656,2000,2012
1657,2009,3502
1658,2006,2749
1659,2011,4215
1660,2010,3423
1661,2013,5862
1662,2007,3338
1663,2008,3867
1664,2008,3867
1665,2011,4215
1666,2013,5862
1667,2013,5862
1668,2007,3338
1669,2005,3046
1670,2006,2749
1671,2001,2295
1672,2008,3867
1673,2003,2782
1674,1998,1191
1675,1997,856
1676,2009,3502
1677,2009,3502
1678,1997,856
1679,1999,1924
1680,1987,156
1681,2013,5862
1682,2003,2782
1683,1999,1924
1684,2009,3502
1685,1999,1924
1686,2009,3502
1687,2014,1894
1688,2007,3338
